"ImmerWieder" ist das wikibasierte Wiedervorlageprinzip des MindWiki:

WikiSpec:
||ImmerWieder||OrderedByShares||last   ||do      ||it
|Tag     |RainerWasserfuhr|20071216|checke   |UnserGrid-Status für UnsereProjekte
|Tag     |RainerWasserfuhr|20071216|lese     |daily MindFeeds
|3 Tage  |RainerWasserfuhr|20071216|mache    |SocialBackup von UnserGrid
|Woche   |RainerWasserfuhr|20071205|reviewe  |ImmerWieder
|Woche   |RainerWasserfuhr|20071216|reviewe  |DoIt
|Woche   |RainerWasserfuhr|20071112|reviewe  |WasWyrd
|Woche   |RainerWasserfuhr|20071216|lese     |weekly MindFeeds
|Monat   |RainerWasserfuhr|20071206|frage    |nach Portfoliomanager für WarrenBuffett
|6 Wochen|RainerWasserfuhr|20071204|besuche  |FriseurGehestr
|-| | | |
|Woche   |DanielPoodratchi|20071103|lese     |weekly MindFeeds
|Monat   |DanielPoodratchi|20071103|reviewe  |UnserBudget
|Monat   |DanielPoodratchi|20071103|reviewe  |CommitMent
|Monat   |DanielPoodratchi|20071103|mache    |SocialBackup
|-| | | |
|Monat   |AndreasWeigel   |        |reviewe  |CommitMent
|-| | | |
|Tag     |NN|20071127|reviewe  |WasWyrd
|Tag     |NN|20071127|lese     |MindChat
|3 Tage  |NN|20071120|gieße    |MindGreen
|Woche   |NN|20071127|notiere  |Kontostand
|Woche   |NN|20071127|plane    |CashFlow
|Woche   |NN|20071127|lade     |CashFlow in web.de
|Woche   |NN|20071109|pflege   |MindPeople
|Woche   |NN|20071127|lese     |MindFeeds
|Woche   |NN|20071127|lese     |heise-Newsticker
|Woche   |NN|20071120|sortiere |TotesHolz-InBox
|Woche   |NN|20071127|mache    |SocialBackup
|Woche   |NN|20071127|lese     |XingLe-Termine
|Monat   |NN|20071119|kaufe    |Bahlsen-Kekse
|Monat   |NN|20071112|mache    |Kontoauszugsdownload Noris und Post
|Monat   |NN|20071120|checke   |FaceBook
|Monat   |NN|20071112|mache    |UstVA
|Monat   |NN|20071210|duenge   |MindGreen
|Monat   |NN|20071019|aufgehe  |YvonneDieSonne
|Jahr    |NN|20070413|mache    |JahresAbschluss
